feed_source,template_name,mixture_size,active_components,CO2,H2,Ar,N2,CH4,O2,CO,H2S
Random (Dirichlet),dirichlet,4,"CO2,N2,CH4,H2S",0.97,0.0,0.0,0.015366792412002148,0.009073646033605482,0.0,0.0,0.005559561554392397
Random (Dirichlet),dirichlet,4,"CO2,Ar,CH4,H2S",0.97,0.0,0.014069791393273126,0.0,0.01260978505860075,0.0,0.0,0.0033204235481261502
Random (Dirichlet),dirichlet,3,"CO2,H2,O2",0.95,0.008116551827394198,0.0,0.0,0.0,0.04188344817260584,0.0,0.0
Random (Dirichlet),dirichlet,7,"CO2,H2,N2,CH4,O2,CO,H2S",0.97,0.0019547202459241596,0.0,0.016369005373292257,0.002463729557401715,0.0026698432331175638,0.004763422639420933,0.0017792789508433951
Random (Dirichlet),dirichlet,3,"CO2,Ar,CO",0.96,0.0,0.00594021536866069,0.0,0.0,0.0,0.03405978463133935,0.0
Random (Dirichlet),dirichlet,3,"CO2,Ar,O2",0.97,0.0,0.025248885829030992,0.0,0.0,0.004751114170969038,0.0,0.0
Random (Dirichlet),dirichlet,2,"CO2,N2",0.99,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0
Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,CH4,H2S",0.98,0.003605360164829405,0.0060706894032309874,0.0005945320762115918,0.009524559101359745,0.0,0.0,0.00020485925436829344
Random (Dirichlet),dirichlet,7,"CO2,Ar,N2,CH4,O2,CO,H2S",0.99,0.0,0.00012150221267048008,0.002271997229078193,0.000720124627242597,0.0017636660401738216,0.0007079105254110316,0.004414799365423885
Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,CO,H2S",0.97,0.01829368111782294,0.008094575675848642,0.0,0.0,0.0,0.0008694094359773395,0.002742333770351104
Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,N2,O2",0.95,0.011588739186123395,0.013723612315175162,0.016906556623051325,0.0,0.007781091875650162,0.0,0.0
Random (Dirichlet),dirichlet,4,"CO2,N2,CO,H2S",0.95,0.0,0.0,0.0018966888879087126,0.0,0.0,0.03403494349782629,0.014068367614265036
Random (Dirichlet),dirichlet,5,"CO2,N2,O2,CO,H2S",0.98,0.0,0.0,0.002134668150712989,0.0,0.0019187338301428914,0.010994043119431756,0.004952554899712379
Random (Dirichlet),dirichlet,5,"CO2,Ar,O2,CO,H2S",0.97,0.0,0.002782548050782445,0.0,0.0,0.004877314029425446,0.01863946991198202,0.0037006680078101183
Random (Dirichlet),dirichlet,6,"CO2,Ar,N2,CH4,O2,CO",0.99,0.0,0.0028784134119847374,0.0022476901362890604,0.0016237218613030604,0.0029313002766241233,0.0003188743137990273,0.0
Random (Dirichlet),dirichlet,5,"CO2,N2,CH4,O2,H2S",0.95,0.0,0.0,0.008035280874964038,0.02536940492911141,0.012456159243998649,0.0,0.004139154951925947
Random (Dirichlet),dirichlet,4,"CO2,H2,CH4,CO",0.97,0.007141807511370919,0.0,0.0,0.009122885928499172,0.0,0.013735306560129935,0.0
Random (Dirichlet),dirichlet,6,"CO2,N2,CH4,O2,CO,H2S",0.96,0.0,0.0,0.008835244799038886,0.011169672995615932,0.004081401362675995,0.0002745125331488279,0.015639168309520394
Random (Dirichlet),dirichlet,5,"CO2,N2,O2,CO,H2S",0.95,0.0,0.0,0.006035124172411198,0.0,0.038145383712655,0.0008694878776009929,0.00495000423733285
Random (Dirichlet),dirichlet,8,"CO2,H2,Ar,N2,CH4,O2,CO,H2S",0.95,0.018358857882105787,0.0025652067826854594,0.006798951123897586,0.010423509267709423,0.005273164266333055,0.000988279582541212,0.005592031094727525
Systematic,systematic_grid,4,"CO2,H2,Ar,N2",0.98,0.01,0.0,0.01,0.0,0.0,0.0,0.0
Systematic,systematic_grid,4,"CO2,H2,N2,H2S",0.96,0.0,0.0,0.03,0.0,0.0,0.0,0.01
Systematic,systematic_grid,4,"CO2,H2,CO,H2S",0.95,0.0,0.0,0.0,0.0,0.0,0.03,0.02
Systematic,systematic_grid,4,"CO2,CH4,O2,CO",0.96,0.0,0.0,0.0,0.0,0.0,0.04,0.0
Systematic,systematic_grid,3,"CO2,H2,N2",0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Systematic,systematic_grid,4,"CO2,CH4,CO,H2S",0.95,0.0,0.0,0.0,0.0,0.0,0.03,0.02
Systematic,systematic_grid,4,"CO2,N2,CO,H2S",0.95,0.0,0.0,0.0,0.0,0.0,0.01,0.04
Systematic,systematic_grid,4,"CO2,Ar,CO,H2S",0.96,0.0,0.02,0.0,0.0,0.0,0.02,0.0
Systematic,systematic_grid,4,"CO2,Ar,CH4,O2",0.97,0.0,0.01,0.0,0.02,0.0,0.0,0.0
Systematic,systematic_grid,3,"CO2,N2,H2S",0.96,0.0,0.0,0.01,0.0,0.0,0.0,0.03
Systematic,systematic_grid,3,"CO2,CO,H2S",0.95,0.0,0.0,0.0,0.0,0.0,0.05,0.0
Systematic,systematic_grid,4,"CO2,H2,Ar,H2S",0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0
Systematic,systematic_grid,4,"CO2,H2,Ar,CO",0.97,0.01,0.01,0.0,0.0,0.0,0.01,0.0
Systematic,systematic_grid,4,"CO2,H2,Ar,N2",0.95,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Systematic,systematic_grid,4,"CO2,Ar,O2,H2S",0.96,0.0,0.01,0.0,0.0,0.01,0.0,0.02
Systematic,systematic_grid,4,"CO2,H2,Ar,H2S",0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Systematic,systematic_grid,4,"CO2,CH4,O2,H2S",0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Systematic,systematic_grid,4,"CO2,Ar,N2,CH4",0.96,0.0,0.0,0.01,0.03,0.0,0.0,0.0
Systematic,systematic_grid,3,"CO2,H2,H2S",0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.02
Systematic,systematic_grid,4,"CO2,Ar,N2,CH4",0.99,0.0,0.0,0.01,0.0,0.0,0.0,0.0
industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.99,0.0029259967533152667,0.0033688170284559664,0.0003915148993516574,0.0029466501582929992,1.1596756893190846e-05,0.0003553782123364804,4.619135444815903e-08
industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.99,0.003918254884025987,0.0005793055570344409,0.00023638140355495505,0.005029483789186862,2.034625891730489e-05,0.00021399767958888425,2.230427691573384e-06
industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.96,0.010671093973094337,0.01927076003278051,0.00703704963463652,0.002931436316813068,7.724811300243599e-06,8.727402797340283e-06,7.320782857801802e-05
industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.99,0.0009399694775348727,0.0011630897073785337,7.241633350937498e-05,0.007735124843881312,3.6600535764498123e-06,2.2557784289513174e-05,6.318179982995204e-05
industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.97,0.006367457735006878,0.0012392973046186002,0.020521568179424438,0.001213102634914167,1.812870609339993e-05,0.0006385385541581046,1.9068857844390043e-06
industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.97,0.00386296373600637,0.0038108253573196807,0.015694180909192675,0.006393614119008234,1.6228670187412552e-05,0.00021864273896206906,3.5444693235811602e-06
industrial_range,pre_combustion_unspecified_41,6,"CO2,H2,Ar,N2,CH4,CO",0.9764538807210087,0.0172798679818707,0.0013515819958891833,0.004722538339083113,8.773677256803667e-05,0.0,0.00010439418958022519,0.0
industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.99,0.0009277260363920978,0.003716979618906276,0.004837036733062129,0.00014740069785628345,3.300260469865949e-05,0.0003369816564581452,8.726526264175888e-07
industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.96,0.005943517491922173,0.0001247624195380156,0.023879781228949428,0.009352284666951056,1.0938285415710395e-05,0.0006854970431951945,3.2188640284609657e-06
industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4",0.98,0.0035472792545195647,0.016158130029530697,2.3197538812648017e-05,0.00018692221981127488,5.184068916209839e-06,2.6814366996013007e-05,5.247252141361049e-05
