method,N_train,trial,target,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std
Random,75,2,gamma,0.9989974140000001,0.00035097405314924964,0.193775106,0.032964245457231145,0.137713854,0.019029027185651505
Random,75,3,gamma,0.9992771000000001,0.00040547209339237227,0.16272691200000003,0.0440236853940387,0.11908081200000001,0.022969539559436012
Random,75,4,gamma,0.999013326,0.00017301487815793895,0.193594528,0.0168035513734965,0.14251011,0.0132041689583616
Random,75,5,gamma,0.9992002600000001,0.00025355506060813936,0.17351390000000003,0.02816554860226017,0.13131956,0.015703202142263853
Random,75,6,gamma,0.99888124,0.0003834865119401357,0.20445528,0.033512087096836576,0.135886582,0.01931816135488613
Random,75,7,gamma,0.998800256,0.00011681123312420689,0.21411476000000002,0.011046849966657462,0.146858372,0.007786964172336736
Random,75,8,gamma,0.9992195880000001,0.00038885185798193036,0.167860706,0.03804295422593918,0.12161033400000001,0.02498184873018136
Random,75,9,gamma,0.999095388,0.00020083207277721765,0.185183602,0.021501087850172976,0.132687824,0.011806051357412604
Random,75,10,gamma,0.9989371120000001,0.00016385287722831218,0.202771122,0.014916579901326447,0.150634472,0.013475675222655675
Random,75,11,gamma,0.999143164,0.0005346604091047161,0.17421204399999998,0.04854513592912583,0.126677482,0.030005613629622317
Random,75,12,gamma,0.9991884600000001,0.00022173350229497043,0.176026924,0.02137183079890499,0.12492113000000002,0.008910699129605942
Random,75,13,gamma,0.998829046,0.0007670715532099838,0.202469132,0.06198391138944409,0.131521328,0.020887171010646133
Random,75,14,gamma,0.9992594020000001,0.00036978145461340824,0.164915498,0.039797269330201744,0.118612534,0.022867948791627644
Random,75,15,gamma,0.9987425759999999,0.0006353775340882079,0.21089731400000003,0.052475649283732204,0.142522348,0.022819162030161756
Random,75,16,gamma,0.999084234,0.00018197218431396838,0.186018578,0.01951429639205411,0.13704332800000002,0.014637447111531981
Random,75,17,gamma,0.998954696,0.0004289305185971081,0.196230216,0.03876847121564563,0.13545474400000002,0.02298293512114639
Random,75,18,gamma,0.9989484519999999,0.00027618763914410825,0.199892224,0.02835939189243845,0.144101532,0.016258239531973192
Random,75,19,gamma,0.998777022,0.0012391617744814346,0.19606123000000003,0.08780815627570096,0.13887446,0.04181312332226905
Random,100,0,gamma,0.999041536,5.7607737535873085e-05,0.191105028,0.007543227198607766,0.13592515,0.010124767718898043
Random,100,1,gamma,0.99920192,0.0003350511017143715,0.171538872,0.034849687011903226,0.12590057,0.021618615727161627
Random,100,2,gamma,0.999169756,0.0003293860176510421,0.17650596000000002,0.03250565318630345,0.12437046,0.018723535960707843
Random,100,3,gamma,0.999297272,0.0001912476507986521,0.16217775799999998,0.021862849974755252,0.11964495199999998,0.013559696446567527
Random,100,4,gamma,0.9993755459999999,0.00021244982048475522,0.153674348,0.024795984640256088,0.11750027199999999,0.016473619321542426
Random,100,5,gamma,0.9993089100000001,0.000161168354958425,0.162249562,0.01723384135496019,0.120517162,0.00584537426602403
Random,100,6,gamma,0.9989620419999999,0.0004964202340114621,0.19420612399999998,0.041582694778296216,0.13813552799999998,0.016152278004847993
Random,100,7,gamma,0.9991265799999999,0.0005564600173956865,0.176456326,0.04974018198195844,0.125012766,0.018818623882059606
Random,100,8,gamma,0.9991805960000001,0.0001828930565768005,0.176259686,0.019879807237282353,0.12332246799999999,0.012471250544954017
Random,100,9,gamma,0.999190974,0.00039742278146074006,0.171786512,0.03780439237467911,0.12624878600000003,0.026121944269229726
Random,100,10,gamma,0.9994038359999999,0.0003985046442690641,0.144568694,0.04143351415543538,0.105488128,0.01892682560457342
Random,100,11,gamma,0.999300166,0.00010985880512730955,0.163002408,0.01314326815502355,0.113395764,0.006050516441258878
Random,100,12,gamma,0.9992832179999999,8.462883938702147e-05,0.16449840400000001,0.00904852228720823,0.119292904,0.00521823720996123
Random,100,13,gamma,0.999438688,0.00014033246187534644,0.146147064,0.018060314109756347,0.10845771,0.013722223196122417
Random,100,14,gamma,0.999150294,0.0004525014516042948,0.174450974,0.044618051764913985,0.12690798,0.02514123501219222
Random,100,15,gamma,0.999472538,0.0001337118874894786,0.141311956,0.01849868051912525,0.10701410200000001,0.011197435604713075
Random,100,16,gamma,0.9992989600000002,0.00015511198496571978,0.163826842,0.016902408808764983,0.11701044599999999,0.008153112378682388
Random,100,17,gamma,0.9988838680000001,0.0005394601081599938,0.20049266999999998,0.04870997362114621,0.137368906,0.023830286141554073
Random,100,18,gamma,0.9992851979999999,0.000257003009741137,0.16366274200000003,0.03079310058501833,0.11656767400000001,0.01843450584998752
Random,100,19,gamma,0.9991200900000001,0.0004134706059201723,0.180096542,0.03988417589973367,0.13524190799999997,0.025805207746702908
Stratified,25,0,P_bubble,0.8961554460000001,0.10326366346063957,6.164903895999999,4.71610683731266,4.1540890500000005,2.510434035061202
Stratified,25,1,P_bubble,0.873503694,0.06094592395441342,8.696299816,4.715119269215439,5.214466334,2.166184836702626
Stratified,25,2,P_bubble,0.878965498,0.04697782764096373,8.547891758,2.364849145925711,5.743263586,1.4138753698416031
Stratified,25,3,P_bubble,0.712760384,0.29653586892733,10.447588058000001,6.592520180876463,6.622393735999999,3.842997300950633
Stratified,25,4,P_bubble,0.7876039199999999,0.3501816276740482,11.521065373999999,16.44549707126892,7.49196082,9.77278666069138
Stratified,25,5,P_bubble,0.895535468,0.06832294149977602,7.303864811999999,4.249871727005919,4.707043690000001,1.81206224740253
Stratified,25,6,P_bubble,0.8570512480000001,0.06480790840740885,10.254214487999999,5.6020619384831205,6.303155952,2.893873527689152
Stratified,25,7,P_bubble,0.8976343,0.08303926545517655,6.962164634,2.8024639909492643,4.841538558,1.6939745283695613
Stratified,25,8,P_bubble,0.83005222,0.0769863760713091,8.688214694000001,3.2143813794383833,5.540155496000001,1.5574271712453003
Stratified,25,9,P_bubble,0.8692807979999999,0.11890965479246071,6.604363706000001,3.9711215317734876,4.722882766000001,2.173019484081573
Stratified,25,10,P_bubble,0.9133284700000001,0.020975187516186843,6.39063096,1.800788138917931,4.27506979,1.23697504476581
Stratified,25,11,P_bubble,0.7073739299999999,0.2402571571377404,13.120812771999999,12.060399200124838,8.295528983999999,7.091634276021452
Stratified,25,12,P_bubble,0.905060308,0.08251753718898265,7.425951302,5.794999615987501,4.34693584,2.223449240521525
Stratified,25,13,P_bubble,0.8805212579999999,0.07993827397670966,8.562177228,5.494609081651471,5.66015969,3.1060982490123448
Stratified,25,14,P_bubble,0.823390904,0.09038971702995505,9.652801579999998,4.738347173331168,6.082632240000001,2.088658388002572
Stratified,25,15,P_bubble,0.807602878,0.2774111056139292,11.509145024,12.86168181755516,6.60074587,5.71960365487739
Stratified,25,16,P_bubble,0.8440224300000001,0.1119221552207551,8.859675417999998,5.212026410128483,5.709544468,2.8151270642407185
Stratified,25,17,P_bubble,0.753875214,0.2208164612130983,11.402861968000002,10.102443995705,7.095706139999999,5.323334372235765
Stratified,25,18,P_bubble,0.8730687419999998,0.06937780410661824,7.225665066,3.209388868960795,4.879321930000001,1.5407366228920794
Stratified,25,19,P_bubble,0.89811156,0.09319795581122302,7.579757087999999,5.852262509025151,5.306512146,3.5555443493210896
Stratified,50,0,P_bubble,0.937963772,0.04313825803762106,5.993247654,3.3907813824637953,3.5188238139999997,1.4968883989257484
Stratified,50,1,P_bubble,0.9559463019999999,0.01181416784651275,4.502067906,0.8439049562762826,3.2152569939999998,0.4854922469524215
Stratified,50,2,P_bubble,0.9431218580000001,0.028390576461811666,5.47220925,2.633795935213005,3.000458594,0.8397113891104998
Stratified,50,3,P_bubble,0.941698506,0.0338073633273165,5.854645125999999,2.3291371951238538,3.187185596,0.9883293517307169
Stratified,50,4,P_bubble,0.9686838959999999,0.008574615864456197,4.114050518,0.9077157963893895,2.6428278480000005,0.37943196007421504
Stratified,50,5,P_bubble,0.9490609619999999,0.04317160296788685,5.300013143999999,3.624003327929057,3.320072932,1.6166623378922826
Stratified,50,6,P_bubble,0.946346328,0.023392765726205526,5.378953608,1.7764817455481101,3.346814276,0.9690806422107238
Stratified,50,7,P_bubble,0.9639772759999999,0.0275781365173549,4.5631424,2.2162520766550475,3.008949918,1.1902819809007028
Stratified,50,8,P_bubble,0.930778468,0.07156261814079427,5.710616121999999,3.409922372803792,3.8129066179999995,1.871011722005819
Stratified,50,9,P_bubble,0.935715028,0.0395201967014454,6.000072665999999,2.8456141666782986,3.46551921,1.2782425431087916
Stratified,50,10,P_bubble,0.965098738,0.01625809800698151,4.202509622,1.7658912118575147,2.948107824,0.9746101179409886
Stratified,50,11,P_bubble,0.959014114,0.013798858565312721,4.85108008,1.5667375075027297,2.8246433719999997,0.7180101355561247
Stratified,50,12,P_bubble,0.935738916,0.06847965776442273,5.008400988,2.0068569328361296,3.169626744,1.0974058226242942
Stratified,50,13,P_bubble,0.9409319499999999,0.04456107472150644,5.512817414,3.2622716453092164,3.7161056480000005,1.6585053637612823
Stratified,50,14,P_bubble,0.9414025479999999,0.027597659833564454,5.24778844,1.8307209508629696,3.1388301200000006,0.513449974899553
Stratified,50,15,P_bubble,0.8990210519999999,0.056818014892692434,7.730093788,3.8866865440938185,3.923619086,1.4791684002535326
Stratified,50,16,P_bubble,0.946108068,0.05361021852754281,4.77426771,2.153886979124986,3.007196948,1.0482589832562361
Stratified,50,17,P_bubble,0.9345075740000001,0.03852592173900247,5.763081334000001,2.9971523345458713,3.1604114340000002,0.7555140468384633
Stratified,50,18,P_bubble,0.9414662939999999,0.02668820209007088,6.118001924,2.2014311411843592,3.615519898,0.8381870530012785
Stratified,50,19,P_bubble,0.9574771139999999,0.0139482996277103,4.592651978,1.185005171556245,2.964778716,0.5891344453677102
Stratified,75,0,P_bubble,0.971993268,0.010587278597595144,3.758121352,0.903010630956994,2.428271564,0.583528426564272
Stratified,75,1,P_bubble,0.959114604,0.04125816182578694,4.730933078,3.8440207279759555,2.715134432,1.5507785767732554
Stratified,75,2,P_bubble,0.9747198960000001,0.011310142332574945,3.800504444,1.6308091859313318,2.337377948,0.5946622797328329
Stratified,75,3,P_bubble,0.96762479,0.01654654151819887,4.278795068,1.7271468864149888,2.7369778100000004,0.8589230868906382
Stratified,75,4,P_bubble,0.9551032359999999,0.023972997527487123,5.115884203999999,1.631750728602292,2.89701755,0.9352628823036284
Stratified,75,5,P_bubble,0.9680642579999998,0.03194330369554623,4.278428092,1.539358350920502,2.6099111440000002,0.8013081422538448
Stratified,75,6,P_bubble,0.982106656,0.01018155363581729,3.1752708440000004,0.5754545363375334,2.2355684580000004,0.39392638920832207
Stratified,75,7,P_bubble,0.974120834,0.020200401222931767,3.5526320219999996,1.87958612471493,2.2831140519999997,1.0874120956373878
Stratified,75,8,P_bubble,0.950773706,0.05307512587768874,5.320280812,4.914971489619411,2.7737646239999996,1.9007297646485297
Stratified,75,9,P_bubble,0.9772574119999999,0.008263994415991328,3.3448781860000003,0.886659639500011,2.285667182,0.3422580150559721
Stratified,75,10,P_bubble,0.9677974060000001,0.005955143665909663,4.354936992000001,0.9211499383845865,2.700348768,0.4123691282064128
Stratified,75,11,P_bubble,0.9678656060000002,0.012817374774882094,4.3374535299999994,1.5103873735894302,2.482186726,0.6834933254572797
Stratified,75,12,P_bubble,0.9378554620000001,0.0740921747432133,5.872889862,5.6299865961524915,3.0747632319999996,1.9916107843177455
Stratified,75,13,P_bubble,0.945269154,0.04904805890246489,4.64328292,2.2066980346397225,2.6291988960000006,1.1906301944714215
Stratified,75,14,P_bubble,0.971077408,0.010916961558874182,4.044279374,1.3603123578705627,2.4465414819999998,0.7170435541735521
Stratified,75,15,P_bubble,0.96955412,0.010887540309147887,3.893871796,0.8278075566246855,2.448129144,0.36888464517220676
Stratified,75,16,P_bubble,0.9809181880000001,0.0037738819420082377,3.159200418,0.5750096014537038,2.150644434,0.45878520825614294
Stratified,75,17,P_bubble,0.9671881819999999,0.01726177948166343,3.966251618,1.6770262913260328,2.5462665299999996,0.8563715213142055
Stratified,75,18,P_bubble,0.9757261139999999,0.015098754275618373,3.5683716860000003,1.356369839927324,2.32787681,0.6167730387076111
Stratified,75,19,P_bubble,0.9722882979999999,0.017570641983440903,3.689226156,0.7699313641208025,2.405852906,0.2540399275082975
Stratified,100,0,P_bubble,0.9721273619999999,0.02740755496367042,3.577668068,2.76760028602788,2.158914266,1.1454093929300453
Stratified,100,1,P_bubble,0.9753646720000001,0.014424114854494737,3.935272576,1.4241700831543285,2.358222094,0.6856395566747874
Stratified,100,2,P_bubble,0.9765235560000001,0.01338097936116575,3.3670768559999997,0.7217290879606933,2.210163274,0.42750560038961266
Stratified,100,3,P_bubble,0.9866435280000001,0.003142699465194859,2.679067758,0.44277084065938116,1.8331675019999998,0.32019102803960486
Stratified,100,4,P_bubble,0.9768653900000001,0.005611484396317963,3.3893246559999994,0.9901097032555269,2.080551402,0.4582468667630816
Stratified,100,5,P_bubble,0.978548862,0.011788979398555935,3.409776402,0.3505402976547783,2.081327482,0.23189928255093858
Stratified,100,6,P_bubble,0.980505454,0.006696430478165524,3.165573034,0.2462320895564977,1.9609070039999998,0.16307124605979012
Stratified,100,7,P_bubble,0.9817417799999999,0.012662596691955404,2.972120076,1.3768794626280227,1.727057156,0.4617532833115372
Stratified,100,8,P_bubble,0.9664258140000002,0.01788824650348222,4.11538811,2.0463973644851063,2.2428253479999998,0.4131990097794778
Stratified,100,9,P_bubble,0.9860293920000001,0.0032629881966590333,2.8497263580000003,0.5822670263092522,1.8619029059999999,0.38697028768197794
Stratified,100,10,P_bubble,0.97420664,0.014914891823469584,3.718945166,1.2152739115578601,2.194211302,0.6719616631528095
Stratified,100,11,P_bubble,0.9733363319999999,0.015534014223799854,3.952979796,2.117738031793263,2.27965425,0.8675369554025146
Stratified,100,12,P_bubble,0.9806855459999999,0.012538308782762683,3.105571606,1.1564601942996395,1.98628042,0.6395797722645643
Stratified,100,13,P_bubble,0.9713206019999999,0.01582145344000152,4.255909006,2.2504800331317396,2.375681518,0.8715202779882538
Stratified,100,14,P_bubble,0.971563918,0.011296495119939442,3.9977959819999995,1.5486095874824983,2.459364952,0.628737629606592
Stratified,100,15,P_bubble,0.98414018,0.010103225801243884,2.691842784,0.9177540123991336,1.6874744980000003,0.49881663200726234
Stratified,100,16,P_bubble,0.9604014620000001,0.024670464989352308,4.75441995,1.8817453591787945,2.642689182,0.8623290399522213
Stratified,100,17,P_bubble,0.983784404,0.004604886207447914,3.111557104,0.8607461218082065,1.9084980699999998,0.2479365617834979
Stratified,100,18,P_bubble,0.970636488,0.029185027555669263,3.498518608,1.7419789519090698,2.156559114,0.8402154454455848
Stratified,100,19,P_bubble,0.9860292239999999,0.0031635910511227695,2.717647418,0.552729867034214,1.89212988,0.3910818194925498
Stratified,25,0,gamma,0.997898056,0.0011507799424842217,0.27093922800000003,0.07989129567643484,0.181568114,0.052846456398948305
Stratified,25,1,gamma,0.9955300539999999,0.0029129806054596277,0.39672598400000003,0.11560117653155917,0.25869570199999997,0.09662452462061842
Stratified,25,2,gamma,0.99429157,0.004480021433604977,0.429262418,0.1881662718564532,0.28387329400000005,0.12140542344192679
Stratified,25,3,gamma,0.997108364,0.0019275082659495728,0.30824341,0.11920367255025946,0.21731684600000004,0.07815970180887452
Stratified,25,4,gamma,0.9937270079999999,0.00901736430778176,0.395609614,0.283696542404807,0.25980299799999995,0.17867320812728757
Stratified,25,5,gamma,0.994163816,0.004727262221398792,0.437712258,0.1730545037586745,0.27696745999999994,0.10290809123719029
Stratified,25,6,gamma,0.998155676,0.0006168828954866489,0.264004688,0.0468791849034385,0.185904182,0.03340733990407222
Stratified,25,7,gamma,0.9954350719999999,0.002148159907692175,0.401564164,0.11899341185597624,0.278871482,0.07979502855948643
Stratified,25,8,gamma,0.996620972,0.0025905598513788464,0.33663040200000005,0.13986724175115164,0.22167768799999998,0.0832602321813922
Stratified,25,9,gamma,0.995010984,0.004216565075449903,0.40342902399999997,0.1701973492176333,0.26906886399999996,0.1134706441282385
Stratified,25,10,gamma,0.997422134,0.0011900002330184434,0.30637128599999996,0.06882197913684832,0.199237158,0.03548483481147765
Stratified,25,11,gamma,0.993212834,0.0045986198599953995,0.47842822200000007,0.1779791003426861,0.30920433999999997,0.11534751016405773
Stratified,25,12,gamma,0.997846786,0.001020190292986575,0.27884666999999996,0.07405472892773345,0.17512674,0.039147363128774336
Stratified,25,13,gamma,0.9968273419999999,0.0016302800227985157,0.338729826,0.08604775998719166,0.24733525199999998,0.056161557200847416
Stratified,25,14,gamma,0.9977173799999999,0.001556450555321297,0.27951666,0.09295921718033452,0.18774228600000004,0.049958851130587296
Stratified,25,15,gamma,0.99824254,0.0007931722228872882,0.253811366,0.060919524207861175,0.17847176400000003,0.035570132778223136
Stratified,25,16,gamma,0.9958610800000001,0.004727208315189865,0.349826792,0.1878739574509,0.24131271999999998,0.13089269956183852
Stratified,25,17,gamma,0.995388742,0.005869373710192238,0.35378535400000005,0.23117644995287442,0.23279346000000004,0.12733500421095892
Stratified,25,18,gamma,0.997651574,0.0005675451202715333,0.29834118000000004,0.03734769783924413,0.20407753199999998,0.017278805718496177
Stratified,25,19,gamma,0.997258504,0.0014753104201164155,0.31247409400000004,0.08904160922007433,0.21106611400000003,0.0575691057658368
Stratified,50,0,gamma,0.998879978,0.0004765683436150759,0.202029532,0.04722471846240119,0.137475778,0.02709817847983469
Stratified,50,1,gamma,0.998652858,0.0005002451994132436,0.223144746,0.040408169398283615,0.15165054799999997,0.01775185440776755
Stratified,50,2,gamma,0.9987074119999999,0.00035732987635515585,0.220699876,0.03101574323692895,0.15024737999999999,0.00806197148562806
Stratified,50,3,gamma,0.9983526899999999,0.0011191273555230534,0.23511760600000003,0.08083154361558924,0.144574166,0.0279006321176339
Stratified,50,4,gamma,0.999215922,0.000248650875679103,0.171999772,0.028409693105640125,0.12315541999999999,0.015372743453325432
Stratified,50,5,gamma,0.997984542,0.0012020237536321879,0.26619910199999997,0.08443813487074081,0.17672459599999998,0.04712580154612995
Stratified,50,6,gamma,0.9984410159999999,0.0010630959109243427,0.234229066,0.07195122823190293,0.151711608,0.02132836060624388
Stratified,50,7,gamma,0.99842915,0.0009486283530867129,0.232557496,0.07702701630539602,0.157559228,0.042432571899423864
Stratified,50,8,gamma,0.9987766199999999,0.00030040876764835433,0.214923734,0.024899593490784223,0.148243402,0.010478589763179773
Stratified,50,9,gamma,0.99876226,0.0004319837590465633,0.213386824,0.04260079100798556,0.14947073,0.0237458949433581
Stratified,50,10,gamma,0.9989513500000001,0.0003427957170677649,0.196936744,0.03663757372754729,0.14499396199999998,0.025868169966789225
Stratified,50,11,gamma,0.9992817760000001,0.00017657980083802372,0.16494462,0.019187735301700405,0.12219837199999999,0.01241131530465712
Stratified,50,12,gamma,0.9984092460000001,0.0009139311824989939,0.23584683599999998,0.06987599345028894,0.154276856,0.03895494516234959
Stratified,50,13,gamma,0.99881011,0.00048583359270433344,0.20936189,0.042630483500895926,0.15003035199999998,0.02885599014512405
Stratified,50,14,gamma,0.9990668919999999,0.00042975158281965265,0.18363968000000003,0.04501436784661893,0.12388986799999999,0.021512264831454082
Stratified,50,15,gamma,0.9982428240000001,0.0009185546537598978,0.2493179,0.07199054091616787,0.171042556,0.04221668832922194
Stratified,50,16,gamma,0.998913546,0.0005051945385532308,0.198776758,0.04873230154421455,0.14090888399999998,0.02773754723841789
Stratified,50,17,gamma,0.998807972,0.00034812961278234903,0.212264768,0.030356268774193177,0.148384566,0.022807380065976532
Stratified,50,18,gamma,0.998091374,0.0011453137051236166,0.258570518,0.07654521258072157,0.171930048,0.04100946926112231
Stratified,50,19,gamma,0.998467426,0.0007304824261979272,0.23590704599999998,0.05505738664651296,0.16315577,0.02871321405537318
Stratified,75,0,gamma,0.9989177760000001,0.0006720109437977588,0.19591347400000003,0.055902784608572974,0.13909233000000001,0.028040574397936998
Stratified,75,1,gamma,0.9989782119999999,0.00048720241368039116,0.192525012,0.04396536790155015,0.137461898,0.02098443222349311
Stratified,75,2,gamma,0.9991045120000001,0.0001571528839570013,0.18525556999999998,0.016197249026500767,0.135715982,0.008497537836242677
Stratified,75,3,gamma,0.99869445,0.0007162120432944493,0.218163522,0.0551768614136808,0.153320764,0.024984913301613516
Stratified,75,4,gamma,0.998768214,0.0005032115747317358,0.21320997000000003,0.040319867952904806,0.14715019,0.013489959850026243
Stratified,75,5,gamma,0.9989049160000001,0.0005543311509774564,0.199727458,0.046586360522511056,0.14149981800000003,0.020952707325700325
Stratified,75,6,gamma,0.999149518,0.0002783781845906397,0.178822302,0.029093679475913247,0.12988200600000002,0.017404032000626297
Stratified,75,7,gamma,0.99881854,0.0010505917189469745,0.19704317199999996,0.08117768435674977,0.13873675800000002,0.03776199808503538
Stratified,75,8,gamma,0.998990678,0.0006315729909804635,0.188456596,0.05299956181349336,0.13505208400000002,0.02923578880988136
Stratified,75,9,gamma,0.9990999439999999,0.00010309883580332466,0.18601378799999999,0.008845173614168129,0.139948596,0.008176763215186308
Stratified,75,10,gamma,0.9990170519999999,0.0003528712639136354,0.191617142,0.03536160944738653,0.13338954,0.020933912080324593
Stratified,75,11,gamma,0.9989920939999999,0.00038672052226898816,0.193026642,0.034292957371219186,0.136045614,0.019629685794382547
Stratified,75,12,gamma,0.99912318,0.0003072624170965504,0.181439466,0.029583453647839427,0.13149382599999998,0.01657822344614477
Stratified,75,13,gamma,0.998660142,0.0009882940326117512,0.21510424600000003,0.0716299345243388,0.146757064,0.03518711828874231
Stratified,75,14,gamma,0.999068804,0.00042096409997053697,0.184776292,0.042088907537276565,0.130938804,0.020301524625046856
Stratified,75,15,gamma,0.999173632,0.000293292376607355,0.17614974599999997,0.031126290533251534,0.12319651599999999,0.020792336299704853
Stratified,75,16,gamma,0.999009086,0.0002202318382614311,0.194324974,0.02222670635062927,0.136790624,0.013287342182300566
Stratified,75,17,gamma,0.9991374719999999,0.0003934217364305019,0.17656984599999997,0.03876343591181184,0.12866272799999998,0.019130890418703878
Stratified,75,18,gamma,0.99903425,0.00013343204292822337,0.19292748599999998,0.013275120211858879,0.14760413,0.006742487232376493
Stratified,75,19,gamma,0.999212824,0.00016406052158882177,0.173342036,0.01764373007891539,0.125367534,0.01198219682898524
Stratified,100,0,gamma,0.99923504,0.0001441762209242417,0.170610914,0.015543950305939098,0.12487187999999998,0.00928130410753791
Stratified,100,1,gamma,0.9991971960000001,0.00034908374608966485,0.171784952,0.037327061656820724,0.123668964,0.0201005662112833
Stratified,100,2,gamma,0.999201738,0.00020515700859587328,0.174081652,0.021103669077171767,0.13017986399999998,0.014042471961466898
Stratified,100,3,gamma,0.9990906940000001,0.0003563110757526562,0.18346852200000002,0.034171565831092605,0.13507698399999998,0.01376817289479269
Stratified,100,4,gamma,0.9990641659999999,0.00021330472714871214,0.18827851799999998,0.02229891793032604,0.136486614,0.012321852728244402
Stratified,100,5,gamma,0.999168576,0.00039261942573439314,0.17471694200000001,0.04122483759980645,0.13022543999999997,0.02662829741492535
Stratified,100,6,gamma,0.99928803,0.00022528669024156957,0.16346392199999998,0.027050115221748983,0.12034591799999998,0.01924136725163719
Stratified,100,7,gamma,0.9992576,0.00033180980775138213,0.165099104,0.03587195742114589,0.12468109599999999,0.018832892127577855
Stratified,100,8,gamma,0.9991573720000002,0.00029493772172445326,0.17813393000000002,0.030440777633810867,0.125816526,0.01683154116450018
Stratified,100,9,gamma,0.999372582,0.00014653933497870276,0.154220352,0.018238362482834253,0.114077298,0.014297928784394473
Stratified,100,10,gamma,0.9993590539999999,0.00022215442535318178,0.154820096,0.02852548064390404,0.113999,0.01903425836725771
Stratified,100,11,gamma,0.9992189180000001,0.0002292001675741096,0.17134897799999999,0.02501342672130822,0.125823298,0.012495937416890982
Stratified,100,12,gamma,0.999082126,0.0003776969518330824,0.184526196,0.03764145664494487,0.12731504,0.016938522148620874
Stratified,100,13,gamma,0.9991396659999999,0.00037876240048873673,0.176639966,0.040718177430775854,0.125564126,0.024283886877058704
Stratified,100,14,gamma,0.99928744,0.00011477343438271234,0.16486521999999998,0.01285793870128179,0.12446730800000001,0.006293015694330976
Stratified,100,15,gamma,0.9991109440000001,0.00037403938908089386,0.18127249,0.03652453158802122,0.13554881800000002,0.02676585118829693
Stratified,100,16,gamma,0.999010468,0.00019902534968190217,0.194343822,0.01899163518077724,0.14378316399999996,0.01572963098611738
Stratified,100,17,gamma,0.9994023380000001,9.541127971052092e-05,0.151442324,0.01324202285820803,0.109720522,0.010647516288065307
Stratified,100,18,gamma,0.999176874,0.0003642020138659448,0.173387746,0.03824016619220298,0.129268262,0.02284102319426115
Stratified,100,19,gamma,0.999159382,0.00026500920326661537,0.17830718,0.027527876002540405,0.12624527800000002,0.013145247930356282
