,temperature,pressure,z_carbon dioxide,z_hydrogen,z_nitrogen,z_argon,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide
12103,250.0,21.15734699017364,0.9500000000000004,0.0,0.0036141911070162,0.004245146253855,0.030014447199193,0.0003212420108318,0.0057948202833863,0.0060101531457174
18734,265.0,40.25711513371954,0.9700000000000004,0.0003994480179376,0.0028965125947082,0.0244636991041966,0.0021890895987612,7.682263294672924e-08,5.381303946989452e-06,4.579255781623149e-05
3985,260.0,28.669500271837045,0.95,0.0,0.0,0.0,0.0298371529662057,0.0,0.0090054264024817,0.0111574206313125
8161,210.0,81.69637306217913,0.9600000000000002,0.025521842323906,0.0,0.0102109230317582,0.0,0.0,0.0,0.0042672346443356
4973,270.0,35.86371365671431,0.9500000000000002,0.0,0.0148235104099754,0.0,0.0271967461301069,0.0016830993788554,0.0,0.0062966440810621
15853,275.0,57.39035989826129,0.95,0.0,0.0,0.02,0.0,0.0,0.03,0.0
13613,230.0,14.597728480746092,0.98,0.0,0.02,0.0,0.0,0.0,0.0,0.0
10198,260.0,27.59023088092033,0.9800000000000004,0.0,0.0,0.0,0.0098069707131763,0.0072066354129923,0.0,0.0029863938738312
4080,215.0,18.098482764994543,0.9500000000000002,0.031349032073306,0.0,0.0,0.0038762195156032,0.0,0.0,0.0147747484110907
1646,250.0,29.34805215724084,0.97,0.0,0.0,0.0126851236084495,0.0,0.0109770524424983,0.0063378239490521,0.0
14295,280.0,57.6649013874404,0.95,0.0,0.04,0.0,0.01,0.0,0.0,0.0
9269,280.0,59.12178639580787,0.96,0.0,0.0267210077485568,0.0132789922514431,0.0,0.0,0.0,0.0
8718,295.0,77.62801307581435,0.97,0.0190963643675511,0.0,0.0036144605811676,0.0007595692083829,0.0004556347188307,0.0060739711240675,0.0
8622,250.0,24.19848796744655,0.97,0.0190963643675511,0.0,0.0036144605811676,0.0007595692083829,0.0004556347188307,0.0060739711240675,0.0
9243,270.0,39.30877231348315,0.96,0.0,0.0267210077485568,0.0132789922514431,0.0,0.0,0.0,0.0
15004,245.0,30.531788666334297,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0
1378,215.0,5.335491898299586,0.9900000000000002,0.0018331999229532,0.0023678875806493,0.0,0.0054605197736359,0.0,0.0003383927227614,0.0
12971,290.0,65.06327293305542,0.9500000000000004,0.0035598544708459,0.0,0.0324731941294169,0.0,0.010108170389748,0.0038587810099889,0.0
5721,250.0,33.17485878863591,0.96,0.0,0.0,0.0,0.0,0.04,0.0,0.0
16520,220.0,6.973706891469196,0.97,0.0,0.0,0.0,0.01,0.0,0.0,0.02
8592,235.0,17.476497318225913,0.97,0.0190963643675511,0.0,0.0036144605811676,0.0007595692083829,0.0004556347188307,0.0060739711240675,0.0
3300,205.0,3.9597665423966326,0.97,0.0,0.0,0.0,0.0,0.0,0.0033574531965251,0.0266425468034748
13259,245.0,16.35396319839244,0.9900000000000004,0.0003378989255281,0.0073037629178862,0.0,0.0,0.0,0.0009878960891263,0.0013704420674592
13063,240.0,22.04857170649497,0.95,0.0,0.0210349895491273,0.0078867947739883,0.0210552088152379,0.0,0.0,2.3006861646331145e-05
