trial_id,loss,FINGERPRINT_FEATURE,MIN_UNIQUE_FOR_NUMERICAL_FEATURES,OUTLIER_REMOVAL_STD,POLYNOMIAL_FEATURES,PREPROCESS_TRANSFORMS,REGRESSION_Y_PREPROCESS_TRANSFORMS,average_before_softmax,max_depth,model_path,model_type,n_estimators,softmax_temperature
32,0.004645449620520174,0,0,0,0,12,0,0,1,3,1,0,5
91,0.004656617939762665,1,2,0,0,30,0,1,2,5,1,0,3
59,0.0046800520225671015,0,0,0,0,21,0,0,2,4,1,0,2
96,0.004742350336541522,1,1,0,0,163,0,0,2,4,1,0,0
26,0.004815883293142493,1,0,0,0,113,0,0,2,4,1,0,3
89,0.004837773908565105,0,1,1,0,97,2,0,2,6,1,0,2
15,0.004856481323723228,1,0,2,0,158,0,1,0,5,1,0,1
87,0.004867807617307401,1,3,2,0,93,1,0,2,4,1,0,5
11,0.004972828880909974,0,3,0,0,112,2,0,2,1,1,0,4
10,0.005330267562896001,1,1,0,0,139,0,1,3,2,1,0,4
56,0.005395812169961928,1,2,0,0,13,0,1,2,5,1,0,3
41,0.005436691508501032,0,2,0,0,143,0,0,3,0,1,0,1
85,0.005593496063024745,1,2,0,0,148,0,0,0,1,1,0,0
61,0.005830195023403937,1,2,0,0,61,0,0,1,3,1,0,1
99,0.005858706952874232,1,0,2,0,133,1,0,0,6,1,0,3
79,0.005865555866394516,1,0,0,0,28,0,0,2,5,1,0,5
39,0.005922212762142974,1,0,1,0,115,0,0,0,5,1,0,1
3,0.006051804607380543,0,2,2,0,123,0,0,1,4,1,0,5
97,0.0065094362109270245,1,0,0,0,22,0,0,3,3,1,0,2
4,0.006964943371301086,0,0,2,0,119,2,1,2,4,1,0,2
51,0.00710295475908595,1,0,2,0,48,1,0,0,2,1,0,4
53,0.0071913424205832166,1,3,0,0,104,0,1,2,4,1,0,2
84,0.008907169439533015,0,0,1,0,178,0,0,3,0,1,0,3
46,0.009069154425897875,0,3,0,0,41,2,0,0,2,1,0,4
9,0.009280509630101852,0,3,0,0,88,1,0,0,2,1,0,2
57,0.009633137771940532,1,0,1,0,52,2,0,0,2,1,0,4
35,0.011617635088039284,1,0,1,0,117,0,0,1,6,1,0,5
58,0.011757489987514075,1,3,0,0,108,0,0,1,0,1,0,5
18,0.012198052963272064,1,3,0,0,172,1,1,3,0,1,0,3
44,0.013540509735583846,1,0,2,0,59,1,0,1,4,1,0,2
64,0.01361628915168775,0,3,0,0,10,0,1,0,6,1,0,1
19,0.02310061372289413,1,3,1,0,142,2,1,3,5,0,0,3
81,0.024348656539008202,1,3,0,0,120,0,0,2,5,0,0,4
14,0.024841997079230196,1,2,1,0,7,1,1,3,3,0,0,4
90,0.02510428089853391,1,0,0,0,34,0,0,0,5,0,0,0
60,0.025562191708730406,1,0,2,0,110,1,1,3,5,0,0,0
55,0.026315619668836644,1,0,2,0,152,1,0,3,5,0,0,0
77,0.028081640997541967,1,0,0,0,44,0,0,2,0,0,0,0
8,0.028374607962852006,1,3,2,0,176,1,1,0,2,0,0,3
12,0.029598523473643702,0,2,1,0,3,0,0,0,5,0,0,5
38,0.030123037333246342,1,1,0,0,40,0,0,1,0,0,0,1
45,0.03050172775989296,1,2,0,0,174,0,1,2,5,0,0,1
13,0.030549820756078434,0,1,2,0,65,1,0,0,2,0,0,2
48,0.031584420871545824,1,0,1,0,2,1,1,2,0,0,0,2
6,0.03158751229466494,1,3,0,0,73,0,0,2,4,0,0,2
52,0.035691307147039414,1,0,1,0,17,0,0,2,3,0,0,3
40,0.03648497692980864,1,0,2,0,26,2,0,2,1,0,0,1
86,0.03684171085021878,1,0,0,0,35,0,1,2,3,0,0,0
5,0.03918681175198374,1,2,2,0,72,2,1,2,0,0,0,1
7,0.04066951913761338,1,3,1,0,0,1,1,2,0,0,0,4
1,0.042012244459098076,0,1,0,0,82,2,1,2,2,0,0,4
95,0.06136970812738505,1,0,1,0,19,2,1,0,0,0,0,4
43,0.061849540819338966,0,0,1,0,141,0,0,0,6,0,0,5
0,0.0895199983920949,0,0,0,0,87,2,1,3,0,0,0,5
