trial_id,loss,FINGERPRINT_FEATURE,MIN_UNIQUE_FOR_NUMERICAL_FEATURES,OUTLIER_REMOVAL_STD,POLYNOMIAL_FEATURES,PREPROCESS_TRANSFORMS,REGRESSION_Y_PREPROCESS_TRANSFORMS,average_before_softmax,max_depth,model_path,model_type,n_estimators,softmax_temperature
84,0.08412764319661163,1,0,0,0,178,0,0,2,0,1,0,4
41,0.08412764896589801,0,0,2,0,141,0,0,2,0,1,0,4
39,0.08424948972436055,0,1,2,0,125,1,0,2,0,1,0,3
97,0.0842736724610104,1,0,2,0,27,0,0,2,4,1,0,0
20,0.11521815146205835,1,0,1,0,15,0,0,1,6,1,0,0
3,0.11604016546458869,0,2,2,0,123,0,0,1,4,1,0,5
93,0.11604016546458869,0,2,1,0,20,2,1,1,2,1,0,2
33,0.11604016546458869,0,0,1,0,107,0,0,1,1,1,0,5
53,0.11604016546458869,1,3,0,0,132,1,1,1,5,1,0,0
46,0.11604016546458869,0,3,2,0,40,0,0,1,4,1,0,3
30,0.11604016546458869,1,0,1,0,135,2,0,1,3,1,0,0
21,0.11604016546458869,1,2,1,0,46,1,0,1,4,1,0,1
59,0.11604016546458869,1,2,1,0,120,0,1,1,5,1,0,2
80,0.11604016546458869,0,2,2,0,85,1,1,1,6,1,0,0
87,0.11604016546458869,0,2,2,0,42,1,0,1,3,1,0,5
74,0.11604016546458869,1,2,1,0,68,1,0,1,1,1,0,4
57,0.23340271891670672,0,0,1,0,35,2,0,0,0,1,0,4
9,0.23538799446298989,0,3,0,0,88,1,0,0,2,1,0,2
15,0.23538799446298989,1,0,2,0,158,0,1,0,5,1,0,1
51,0.23538799446298989,0,0,2,0,52,0,0,0,2,1,0,2
47,0.23538799446298989,0,1,0,0,145,1,0,0,6,1,0,2
92,0.23538799446298989,1,0,2,0,94,0,0,0,1,1,0,0
79,0.23538799446298989,1,0,1,0,177,0,0,0,4,1,0,5
86,0.23538799446298989,1,0,2,0,62,0,0,0,2,1,0,1
64,0.23538799446298989,1,3,1,0,146,0,0,0,0,1,0,5
60,inf,0,0,0,0,96,1,0,3,1,0,0,0
48,inf,0,0,2,0,160,0,1,3,2,0,0,1
6,inf,1,3,0,0,73,0,0,2,4,0,0,2
19,inf,1,3,1,0,142,2,1,3,5,0,0,3
14,inf,1,2,1,0,7,1,1,3,3,0,0,4
7,inf,1,3,1,0,0,1,1,2,0,0,0,4
52,inf,1,0,2,0,29,1,0,3,4,0,0,4
55,inf,1,1,0,0,117,1,0,2,0,0,0,5
38,inf,0,0,2,0,33,0,0,1,0,0,0,5
40,inf,0,0,2,0,11,2,0,0,0,0,0,5
43,inf,0,0,2,0,131,0,0,0,0,0,0,1
45,inf,0,2,0,0,57,2,1,2,0,0,0,4
1,inf,0,1,0,0,82,2,1,2,2,0,0,4
13,inf,0,1,2,0,65,1,0,0,2,0,0,2
12,inf,0,2,1,0,3,0,0,0,5,0,0,5
8,inf,1,3,2,0,176,1,1,0,2,0,0,3
0,inf,0,0,0,0,87,2,1,3,0,0,0,5
5,inf,1,2,2,0,72,2,1,2,0,0,0,1
85,inf,0,3,1,0,17,1,1,3,5,0,0,2
77,inf,1,1,2,0,45,2,0,3,3,0,0,2
94,inf,1,0,0,0,137,1,0,3,0,0,0,3
90,inf,1,0,2,0,22,1,0,2,1,0,0,5
81,inf,1,3,2,0,64,0,0,3,2,0,0,3
99,inf,1,0,1,0,38,2,0,0,2,0,0,5
