trial_id,loss,FINGERPRINT_FEATURE,MIN_UNIQUE_FOR_NUMERICAL_FEATURES,OUTLIER_REMOVAL_STD,POLYNOMIAL_FEATURES,PREPROCESS_TRANSFORMS,REGRESSION_Y_PREPROCESS_TRANSFORMS,average_before_softmax,model_path,model_type,n_estimators,softmax_temperature
38,0.026336671364234805,1,1,0,0,104,0,1,5,0,0,1
37,0.026654958869681146,1,3,2,0,161,1,1,3,0,0,3
5,0.026657531332679594,1,1,2,0,141,1,0,3,0,0,1
4,0.02715542783708281,1,2,2,0,160,1,1,3,0,0,2
59,0.027206032669835133,0,1,1,0,177,0,1,5,0,0,0
98,0.027815785147653878,1,3,0,0,166,1,1,4,0,0,0
36,0.028097441461905046,1,3,0,0,121,0,1,2,0,0,0
33,0.028110874883003917,1,0,0,0,14,1,1,5,0,0,5
91,0.028248036269170766,1,2,0,0,76,1,0,6,0,0,0
71,0.0284413589958838,1,3,1,0,100,1,0,0,0,0,3
82,0.0288478289851165,1,3,0,0,168,1,0,5,0,0,0
29,0.029425464033143268,1,3,0,0,88,0,1,0,0,0,0
58,0.029565661201361428,1,0,2,0,21,2,1,1,0,0,2
55,0.029754946464825505,0,1,2,0,39,1,1,5,0,0,0
34,0.029815235333010427,1,2,2,0,158,0,1,4,0,0,1
79,0.030288185821358074,1,3,0,0,87,1,0,4,0,0,0
51,0.03047595689187673,1,1,2,0,54,0,1,3,0,0,2
99,0.030562949502251593,0,0,0,0,133,0,0,5,0,0,1
14,0.030734879801385798,1,0,1,0,139,2,1,1,0,0,4
6,0.030906679912225076,0,1,0,0,53,1,1,2,0,0,2
7,0.03091733128157413,0,0,1,0,136,2,0,2,0,0,4
49,0.03119147767531936,0,1,2,0,91,1,1,1,0,0,2
32,0.031412959713041075,1,2,0,0,150,0,1,0,0,0,1
45,0.03161132874214122,1,2,0,0,64,0,0,4,0,0,1
39,0.032115547263663044,1,0,0,0,146,0,1,1,0,0,5
61,0.0323733455801469,1,0,2,0,112,0,1,3,0,0,5
94,0.03241496190661625,0,0,0,0,63,0,1,2,0,0,0
88,0.032821569034474495,1,3,0,0,148,1,0,4,0,0,0
12,0.03339814421666891,0,0,0,0,12,0,1,2,0,0,5
57,0.033489377777639724,1,1,2,0,29,0,0,2,0,0,2
8,0.034196474027321226,1,3,1,0,105,0,0,3,0,0,3
81,0.03441707787895443,0,2,0,0,42,1,0,6,0,0,0
56,0.03448257058179578,1,2,1,0,46,0,1,0,0,0,3
83,0.034483986086311015,1,0,0,0,138,1,0,1,0,0,0
44,0.03450109246180357,0,0,1,0,119,1,1,3,0,0,4
84,0.0346125986356618,1,3,0,0,173,2,0,2,0,0,1
42,0.03463965561436878,0,1,1,0,47,0,1,0,0,0,3
19,0.03465233652855507,0,3,2,0,128,2,1,3,0,0,3
50,0.035021736169031495,1,1,2,0,80,2,0,5,0,0,2
60,0.03507583310988582,1,2,2,0,60,0,1,5,0,0,4
13,0.03512861309432636,1,1,1,0,84,0,0,1,0,0,2
47,0.035179133000794484,0,1,2,0,147,2,1,2,0,0,2
48,0.03546197630167255,1,1,2,0,62,0,0,6,0,0,2
87,0.03575941212285682,1,3,0,0,111,2,0,3,0,0,1
11,0.036006154560488515,0,2,2,0,84,2,0,5,0,0,4
64,0.036059274322768675,0,3,1,0,78,1,0,4,0,0,3
40,0.03707571853762376,1,2,2,0,2,1,0,6,0,0,4
96,0.037164582063942624,1,3,0,0,163,2,1,3,0,0,5
86,0.037193027607596546,0,2,0,0,72,1,0,5,0,0,4
9,0.03725148721762133,0,1,1,0,55,0,0,6,0,0,2
77,0.03758939180899666,1,3,1,0,93,1,0,3,0,0,5
93,0.03763499112865558,1,3,0,0,90,1,0,1,0,0,1
17,0.039085988772195664,0,3,1,0,135,2,0,4,0,0,1
0,0.03962248740142084,0,1,2,0,120,2,0,2,0,0,5
31,0.04027999427896952,1,3,2,0,65,0,1,4,0,0,5
54,0.04168589959430807,1,0,1,0,151,0,0,6,0,0,4
2,0.04232059774096533,0,1,0,0,16,2,1,4,0,0,3
80,0.04298015878844454,1,3,0,0,96,2,0,0,0,0,0
16,0.04476301783074613,1,0,0,0,18,1,1,6,0,0,2
53,0.04973906084397151,1,1,2,0,169,2,1,4,0,0,5
1,0.06252286510946213,0,1,2,0,126,2,0,0,0,0,4
90,0.09344871654755198,0,3,0,0,0,2,0,0,0,0,5
18,0.10737530715784319,0,3,1,0,134,2,0,6,0,0,3
3,0.11182599797302345,1,2,0,0,81,1,1,6,0,0,5
