timestamp,index,sm_pct,mem_pct,power_w,power_limit_w,temp_c,vram_used_mib,vram_total_mib,pid_count
2026/05/09 20:46:04.710, 0, 100, 43, 698.20, 700.00, 64, 44671, 95830,6
2026/05/09 20:46:35.431, 0, 100, 43, 692.15, 700.00, 65, 71381, 95830,9
2026/05/09 20:47:05.508, 0, 100, 37, 696.26, 700.00, 64, 77441, 95830,9
2026/05/09 20:47:35.582, 0, 100, 45, 698.37, 700.00, 67, 71993, 95830,9
2026/05/09 20:48:05.660, 0, 100, 49, 694.13, 700.00, 65, 55950, 95830,7
2026/05/09 20:48:35.740, 0, 100, 40, 695.35, 700.00, 64, 45767, 95830,6
2026/05/09 20:49:05.913, 0, 100, 43, 696.52, 700.00, 63, 72713, 95830,9
2026/05/09 20:49:35.987, 0, 100, 38, 695.58, 700.00, 65, 67206, 95830,8
2026/05/09 20:50:06.066, 0, 100, 41, 703.89, 700.00, 69, 76407, 95830,9
2026/05/09 20:50:36.868, 0, 100, 34, 701.43, 700.00, 66, 57109, 95830,9
2026/05/09 20:51:06.942, 0, 100, 45, 696.22, 700.00, 65, 48218, 95830,8
2026/05/09 20:51:37.021, 0, 100, 41, 692.10, 700.00, 65, 73581, 95830,9
2026/05/09 20:52:07.097, 0, 100, 44, 693.18, 700.00, 66, 67200, 95830,8
2026/05/09 20:52:37.174, 0, 100, 36, 698.23, 700.00, 65, 66905, 95830,9
2026/05/09 20:53:07.248, 0, 100, 43, 696.96, 700.00, 65, 60773, 95830,9
2026/05/09 20:53:37.330, 0, 100, 40, 699.20, 700.00, 65, 53563, 95830,9
2026/05/09 20:54:07.407, 0, 100, 37, 698.11, 700.00, 64, 75983, 95830,9
2026/05/09 20:54:37.484, 0, 100, 42, 690.14, 700.00, 67, 59684, 95830,7
2026/05/09 20:55:07.563, 0, 100, 49, 690.48, 700.00, 65, 64460, 95830,8
2026/05/09 20:55:37.638, 0, 100, 42, 693.71, 700.00, 65, 29220, 95830,4
2026/05/09 20:56:07.712, 0, 100, 38, 695.18, 700.00, 66, 38028, 95830,5
2026/05/09 20:56:37.787, 0, 100, 37, 698.37, 700.00, 65, 20405, 95830,3
