CO2,H2,Ar,N2,CH4,O2,CO,H2S,feed_source,template_name,mixture_size,active_components
0.95,0.0003009460416706078,0.006527642278836883,0.024230092670635365,0.018877467291861457,6.732723350758517e-06,1.4361788729990105e-05,4.275720491498747e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.95,0.015936568153854563,0.019605211174464947,0.009382413473668083,0.00501838177248751,1.241250552057861e-06,5.695676586762238e-07,5.5614607314213316e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.95,0.015493224243036235,0.009363111228938367,0.0009552928542859662,0.02407640365551341,7.890154865832089e-07,1.9929291893570372e-05,9.124971084590423e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.95,0.0008207436719324708,0.006053933459100986,0.03233041150878575,0.010703008154051955,6.735282245868966e-06,1.8313264042000428e-05,6.68546598410123e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.95,0.0003423930670888866,0.01409221594862482,0.0012010206393272673,0.03429147973351801,4.482881359650657e-06,2.3558882597747254e-05,4.4848847483663984e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.95,0.008034619713391125,0.0074507372632095295,0.012097437915987398,0.02236774179753058,1.0451562630536894e-06,2.6660625035786885e-06,4.575209111477627e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.95,7.821164403266574e-05,0.019523539393636137,0.026405724549585417,0.003951907906464572,4.125103731577796e-06,2.4311091827213366e-05,1.218031072245949e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.95,0.0015708445672816273,0.010147061772838663,0.023522015167495997,0.014736038680287696,5.782949720731853e-06,1.0074916244626425e-05,8.181946130704573e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.95,0.007276317508574705,0.020435847025255388,0.00714885351482991,0.015006949002300898,6.407504739526705e-06,3.399416664218344e-05,9.1631277657433e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.95,0.0033144312486579927,0.02136725463501912,0.008155993637777905,0.01710846096243815,5.714361310888053e-06,2.450646865232994e-05,2.363868614366186e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.00832065219294363,0.010902255712371486,0.006288442152121336,0.01441280358553198,9.881488874430371e-06,2.292005859901304e-05,4.304480955815422e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.023630706879932812,0.0052007559136568494,0.0005648283026464529,0.010533121721609163,2.932232301994229e-06,1.0577083489049388e-05,5.707786636371474e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.009521763751810528,0.0018850924934418881,0.023256777515336693,0.00528436038788479,9.86586290103439e-06,1.8559024639546225e-05,2.358096398555669e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.027552987511976674,0.011328886419975176,0.0010342854918419955,3.7255859247787305e-06,8.190799010507409e-07,3.397830671907539e-05,4.53176036612847e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,1.9897024336631827e-05,0.0010399921255719107,0.007031808111180166,0.03184831312577482,6.637608445097121e-07,1.3746868279903938e-05,4.5578984012095313e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0010750678619563254,0.01531153938818209,3.297136071013436e-05,0.0234465089906428,9.569069316120975e-06,2.9251073075583408e-05,9.509225611698407e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.02434042028712342,0.001583730556020503,0.0008117890564064729,0.013162884166500773,6.176952915841927e-07,1.3809234206936979e-05,8.674900445034648e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.005532074795002028,0.013411156097634255,0.0012691324779322624,0.019726893605969638,5.224518810221266e-06,2.6304912983090043e-05,2.9213591668542095e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,7.645517274923688e-05,0.02227525590552166,0.01545005294338126,0.0021709767294530355,7.277826427245117e-06,1.653998938317578e-05,3.4414330844206755e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.000832260769608201,0.004076801685742968,0.034991420550233236,5.3171893118638923e-05,3.3405554459111765e-06,1.9954163178777828e-05,2.305038267230222e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.016926521293092897,0.019485939657870727,0.0013736176217619932,0.002119931852992036,7.498637911003536e-06,2.687372019105501e-05,5.9617216180321564e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0005979824430527614,0.016922676619944243,0.007667524823376563,0.014747722791200625,6.928262541830085e-06,1.6928797851558212e-05,4.023626203245452e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.00269960129803031,0.028450055497700216,0.0034234669089859195,0.005320543136319373,2.8468421912436493e-06,1.76937568143985e-05,8.579255995857558e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0015581926682545666,0.026950003666915228,0.0071878183802914376,0.00422651807195077,4.658129882344743e-06,3.45601293332299e-05,3.824895337246046e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0007590774328463944,0.01720559481922671,0.00976617704682551,0.012165503004070955,9.410401327658324e-06,2.022837284218992e-05,7.400892286061831e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.03247972633685783,0.00024961066978021885,0.006269259246533164,0.0009093845642599669,4.4451146237469655e-06,7.412081241508927e-07,8.683285982096906e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.009630348812359775,0.010900889027116606,0.00047594802237127385,0.01890263137579446,6.422546552581137e-06,2.291644874702184e-05,6.084376705831259e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.023509085688818588,0.004045529601853233,0.0021700492059447737,0.010259077381047815,6.0652977380848975e-06,3.7567675418930193e-06,6.436057055647038e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0012250852686813962,0.0008487817691979195,0.016724856343160895,0.021120965185595652,6.528248555364813e-06,1.0714801701690605e-05,6.306838310711716e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.030427689104720233,0.005824160439684385,0.0007656536150926883,0.0028418873388226986,6.156152561610227e-06,3.4858660284263406e-05,9.959468883415098e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0031698691782186678,0.004149406970120147,0.005542835955700597,0.017079633789413615,5.592967842595056e-06,2.424010783867204e-05,2.8421030865735255e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.021262225976165432,0.0004882690808705619,0.002662528625187171,0.005509169470318334,2.7335877679521626e-06,1.1711268808348356e-05,6.336199088222511e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.00043355039136249964,0.0021614136733094256,0.026273899229079852,0.0010715524036044902,5.905449441126593e-06,5.165307682999313e-06,4.851354551963269e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.001406704679148403,0.0033779375129666623,0.01448135344038565,0.010698448812206884,9.73220330647698e-06,9.611756968605687e-06,1.6211595017343906e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0191796854222605,0.000790097448470272,0.0001977693802556198,0.009772402687945603,3.771062754579442e-06,7.893425256834872e-06,4.838057305661878e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.004461430710631975,0.008353092943685818,0.0026426905147590397,0.014443472465937147,1.9328492872460606e-07,2.5668256416163525e-05,7.345182364115638e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.006319710378384092,0.017025019844972063,0.006445667958280977,0.00010587650915004024,2.1549179646577645e-06,1.8251737962749233e-05,8.331865328544556e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.02491837574849197,0.0024881530317854045,0.0017509502327505496,0.0007527313007100024,1.523092368562451e-07,6.9963364503753865e-06,8.264104057486833e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.005809972157668352,0.01409973932728332,0.003194771816592855,0.006879588058918225,1.7342332408498018e-06,8.698120583808835e-06,5.4962857126162445e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.00633520852073394,0.002630843394667966,0.005998239464850149,0.014937357024403056,7.290855613863977e-06,2.359781700313382e-05,6.746292272791656e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.011171926849038302,0.00830645794860459,0.004355967714978366,0.0061099785663092845,5.4064190541225296e-06,7.486509891591172e-06,4.277599212376562e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.00721461155440075,0.006716847690301932,0.006293368135771344,0.009705551064349399,6.713617692919236e-06,1.1138529971293773e-05,5.176940751238997e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0228350694460995,0.0026628543109024723,0.0025692661675999267,0.0018657009899131658,4.039794555455619e-06,2.7882814076067704e-05,3.518647685343828e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.005651440826687633,0.013002394989178566,0.0003615172278097778,0.010927519438297057,4.529692215561152e-06,3.0123858233087434e-05,2.2473967578345967e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.008117478190654046,0.0032022272649369307,0.005632777552934494,0.012989406701375715,5.497164180205596e-06,1.6368157667198939e-06,5.0976310151916886e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.02178812733549633,0.0027234771385135246,0.005027114966991619,0.00037338490276184536,8.080520380169286e-06,1.404086242419311e-05,6.577427343234607e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.00037037610875934865,0.0003343120094102959,0.0015659323898677955,0.0276983739790606,1.3267771063039236e-06,5.269605649243225e-06,2.4409130146443305e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0010315610864838247,0.014989715256487216,0.003936106192559426,0.01001701565608289,2.0953428322087466e-07,2.1945633043885084e-05,3.446641059563738e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0069046729325636155,0.006525445831911266,0.00511645776926456,0.011406557286357127,4.130564439512736e-06,1.4815434899654971e-05,2.792018056428991e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.97,0.0014667438307160757,0.0011515252157947567,0.026540243554736786,0.000771449560447471,4.560663297169776e-06,2.6579875402823294e-05,3.889729960494431e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.012027417091990107,0.0011868693405583384,0.0043918982317364946,0.002309911536995134,8.278599591371995e-06,8.360394777741267e-06,6.726480435083108e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0002800232249287069,0.008618171643950314,0.010266800323817955,0.0007491298490324515,5.29298784489406e-07,2.3030546973797372e-05,6.231511251230404e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.008694357111671614,0.010731686926449638,0.00042682118996538454,0.00012705206952690778,7.966771830601665e-06,3.06183850577562e-06,9.054092050095524e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.001262500157091494,0.006624166136823885,0.010483217624671713,0.0015643979321118774,3.4670805718004683e-06,3.307227222060487e-05,2.917879650864468e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0023264440486327315,0.0013649641947121511,0.014702172133730885,0.001534594589377929,8.726608135255363e-06,1.4371606548134567e-05,4.872681886293166e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.00567344149316028,0.001100178071266061,0.00975545309347257,0.003409985135388471,1.995979434447619e-06,2.6677406086233344e-05,3.226882119195348e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.00022418124494672238,0.0003937137910378901,0.019284145922990856,5.3702789735809295e-05,4.322539630048834e-06,1.918980310862617e-05,2.0743908550064695e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.014772191704197926,0.0019267815267857567,0.0006288495284562018,0.0026205455665961838,1.5377699435324566e-06,3.0439515720504626e-05,1.9654388299911348e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0013485555645016535,0.001095136121023021,0.006160624312018559,0.011348004188127063,6.634684160548795e-06,2.0070796865049494e-05,2.097433330412306e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.008564055321308063,0.006005152662634006,6.688301435288965e-05,0.005302536530831283,2.2665653589307845e-06,1.4781769832958148e-05,4.432413568188748e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0004076608730627946,0.0064040246180342136,0.005865212706624805,0.00723810472834578,3.3481357931330226e-06,3.475154967401994e-05,4.689738846527252e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.00374471710630024,0.0014243857245155639,0.014401892341467533,0.0003141886782011471,3.2929318906482687e-06,1.957156055208231e-05,9.195165707280253e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0031355621842963665,0.016537671574733938,0.00012957886958192102,0.00012697902085258476,9.187847245466493e-06,8.526579171111734e-06,5.24939241186291e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.00033723239652473495,0.0009334980527240992,0.01785873595693226,0.0007693869946624052,9.9594899097655e-06,1.1387213260247924e-05,7.979989598650478e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.004033619487794687,0.015637021137535782,0.00017480197292331565,4.246376719285398e-05,8.506726463772415e-06,1.18067460330497e-05,9.17801620565537e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0005903256730525059,0.015696876456617118,0.00036819142154049134,0.0032409327801546407,1.655165056524909e-06,3.0342658027589444e-05,7.167584555114772e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.006310532959454695,0.00019143975056322502,0.006736295183513393,0.006659767623263208,1.274297169187797e-06,3.466862085804874e-05,6.602156517826107e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.003689454098136835,0.011465411029247367,0.0033498079120162587,0.0013858094023367694,6.716651530485757e-06,9.963776969679485e-06,9.283712976262359e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.0013365744473813532,0.0012292644873899384,0.010540321649691407,0.006812889622615416,9.846421396578983e-06,1.044210519341093e-05,6.066126633191461e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.98,0.007690490984051001,0.004232406974755349,0.005598249527359708,0.002365941121161264,3.3479449582830593e-06,1.9237742195621756e-05,9.03257055187924e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0015450549467981329,0.002006888544003959,0.00026736008437787645,0.006106645605411213,4.034681287542541e-06,4.142162966597858e-06,6.587397515468766e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.00016199585101954347,0.00047970696803121204,0.00675025143072335,0.0025260877856428474,6.351247590295453e-06,1.4382500723294561e-05,6.122421626946575e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0004020620145346442,0.00483373323730797,0.003093317586096152,0.0015643575845835068,7.669503051408327e-06,1.7655514991422692e-05,8.120455943490447e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.007603277200767112,0.0019297991960096528,3.476591539352539e-05,0.00040765955231085514,8.106473191143837e-06,5.351791471715651e-06,1.103987085600553e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0021649210049215916,0.003365199877842697,0.0009314596694025709,0.003404609832461748,7.61092123232344e-06,2.7978044014079154e-05,9.822065012499872e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.00560493051259019,0.00035213208618753395,0.0007991305607719349,0.003208909415871845,8.532766345852559e-06,3.2338602015625235e-06,2.3130798031089284e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,4.06448648805702e-05,1.1646762110546066e-06,1.2108941939138359e-05,0.00987377668968296,6.78824884759969e-07,9.70367663146494e-07,7.065563473837843e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,9.960141685361495e-05,0.001777342758098508,0.0023429055908853946,0.005725605526660028,3.0447059346405195e-06,3.299941480327628e-05,1.850058676454681e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0025354191078159117,0.0019796079993379154,0.0029183467443856075,0.002465829813509547,1.3465149655116095e-06,9.241161831655868e-06,9.020865815386022e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,1.1145435722146275e-05,4.926674743057362e-06,0.009916605721559222,6.174004031576245e-05,3.846563284876127e-06,7.629142360432511e-07,9.726501389011124e-07,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0024796360872314737,4.1087230591271604e-05,0.007160639149538379,0.00029233922529827273,5.963746380914568e-06,5.887638101303709e-06,1.4446922858392742e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0002542928953877314,0.0014740105290953851,0.00013200328412243955,0.008102975869402467,5.420689805209401e-06,3.028045586186548e-06,2.8268686600589654e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.001641237689398906,8.712010614428368e-05,0.006520135502431296,0.0016898138480600947,6.935508989639121e-06,4.3711441931724585e-06,5.038620078261666e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0014643093221741264,0.00038392465313553866,0.0003281561608618746,0.007759364455353644,2.072906747119592e-06,2.5966865436326662e-05,3.620563629137863e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0004592593258581597,0.007149335753000374,0.0007495533123914202,0.0015682865663998985,3.6727616077702253e-07,3.2198232376004125e-06,6.997794295177996e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0037696042904767396,6.297052404004846e-05,0.006077324336364654,5.57841459983024e-05,5.2583578422651184e-06,1.4510405213823335e-05,1.4547940064175647e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.000530897231953309,0.00044823197013035067,0.00199925404543191,0.006949675721627506,3.425596060021533e-06,2.721845010107398e-05,4.129698469583734e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.007279793706762109,2.0450838868632874e-06,1.8720465371275855e-05,0.0026669810748236474,2.014025640590116e-06,2.436445388844374e-05,6.081189627079753e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,0.0021118767418360795,0.0005868872185682293,0.0007887877515594774,0.00639882814096918,8.10673980786853e-06,1.4299499309677482e-05,9.121390794949607e-05,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.99,2.280873309910748e-05,1.6612921988102956e-05,0.009923542339850242,2.8772786994526376e-05,1.0960706797986676e-06,4.84520735173136e-06,2.3219400364998787e-06,industrial_bound,netl_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.006598552754984624,0.001456163936763465,0.023950855336453195,0.007799967627958791,9.573306826526339e-06,0.00018402323321041936,8.638038030162618e-07,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.007258024264899946,0.0035393140989285763,0.02366441528555688,0.00517921005293832,1.8321213295702514e-05,0.0003403311209085853,3.839634720301439e-07,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.006750559175500735,0.0031664115977807386,0.02244839643604299,0.007175861100772723,1.5058198591180914e-06,0.00045441190214385517,2.8539678998768835e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.005907075517774387,0.0038677738855198394,0.01984475892536531,0.009773812321050712,2.9951978909363663e-05,0.0005720830996198566,4.5442717605675975e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.007247652241804665,0.002407741876970909,0.02153748579832058,0.008134251708551811,6.51031105828718e-06,0.0006634993725350883,2.8586907586939584e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0015194401608217515,0.003874602360562007,0.02398211352760164,0.009857217579383605,2.015568726616227e-05,0.0007430719903559668,3.3986940089068704e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.005663075931134404,0.0006383641619233202,0.023284952689385477,0.009866596679581853,2.9029138040136616e-05,0.0005165168484579012,1.4645514769423763e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.007394938325583187,4.1079906329024584e-05,0.022150374410915146,0.009860474664297354,2.9706809158711256e-05,0.0005230597347337758,3.6614898283646615e-07,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.003680826248262785,0.0027273942645258827,0.023841445913092205,0.009742974512547449,2.7747895248707137e-06,3.1272603619650062e-06,1.4570116848808385e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0058071826603419,0.0002802473772858587,0.02398400431326098,0.009604207764565425,1.528415033264634e-05,0.0003089054422954726,1.6829191775660726e-07,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.00724255412512445,0.0026702404388144244,0.0196697380529221,0.009717110536264215,2.6158675724958206e-05,0.0006698715600508597,4.326611099030578e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.007431005257522251,0.003940940871934968,0.018106765210239385,0.00990160387946641,3.366372333945588e-05,0.0005843245369815354,1.6965205160289506e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.006870489230353391,0.003847010415531092,0.019146042890750233,0.009762753193124456,7.870485217147666e-06,0.0003621812025153476,3.652582508366404e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.006366165732269681,0.0035830317987855676,0.02199565785162564,0.007316683249393292,8.372773085179586e-06,0.000725738374793224,4.3502200474540154e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
0.96,0.0056405575718434095,0.003320744687484345,0.023085799488651776,0.007478310690420896,3.184718895990653e-05,0.0004406488503763389,2.0915222633613025e-06,industrial_bound,porthos_limits,8,"CO2,O2,H2S,N2,CO,H2,Ar,CH4"
